Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sourcearticleID
Are Women CEOs Valuable in Terms of Bank Loan Costs? Evidence from China,"Luo, Jin-hui; Huang, Zeyue; Li, Xue; Lin, Xiaojing",,,,JOURNAL OF BUSINESS ETHICS,DEC 2018,2018,153.0,2.0,,,,337.0,355.0,,10.1007/s10551-016-3369-2,,,8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,782744
Innovative activity and gender dynamics,"Bednar, Steven; Gicheva, Dora; Link, Albert N.",,,,SMALL BUSINESS ECONOMICS,,2019,,,,,,,,,10.1007/s11187-019-00282-2,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,782744
IDENTIFICATION PROPERTIES OF RECENT PRODUCTION FUNCTION ESTIMATORS,"Ackerberg, Daniel A.; Caves, Kevin; Frazer, Garth",,,,ECONOMETRICA,NOV 2015,2015,83,6.0,,,,2411,2451,,10.3982/ECTA13408,,,297,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,60,70,121,9,319793
Robustness of productivity estimates,"Van Biesebroeck, Johannes",,,,JOURNAL OF INDUSTRIAL ECONOMICS,SEP 2007,2007,55,3.0,,,,529,569,,10.1111/j.1467-6451.2007.00322.x,,,153,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,7,14,12,20,13,15,6,12,17,16,2,319793
Do markets reduce costs? Assessing the impact of regulatory restructuring on US electric generation efficiency,"Fabrizio, Kira R.; Rose, Nancy L.; Wolfram, Catherine D.",,,,AMERICAN ECONOMIC REVIEW,SEP 2007,2007,97,4.0,,,,1250,1277,,10.1257/aer.97.4.1250,,,145,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,10,9,12,11,11,12,9,10,20,15,3,319793
High-growth firms and productivity: evidence from the United Kingdom,"Du, Jun; Temouri, Yama",,,,SMALL BUSINESS ECONOMICS,JAN 2015,2015,44,1.0,,,,123,143,,10.1007/s11187-014-9584-2,,,33,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,6,10,8,0,319793
Reallocation and Technology: Evidence from the US Steel Industry,"Collard-Wexler, Allan; De Loecker, Jan",,,,AMERICAN ECONOMIC REVIEW,JAN 2015,2015,105,1.0,,,,131,171,,10.1257/aer.20130090,,,32,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,7,7,0,319793
Energy Leapfrogging,"van Benthem, Arthur A.",,,,JOURNAL OF THE ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS,MAR 2015,2015,2,1.0,,,,93,132,,10.1086/680317,,,30,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,7,9,4,319793
Does competition raise productivity through improving management quality?,"Van Reenen, John",,,,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,MAY 2011,2011,29,3.0,,,SI,306,316,,10.1016/j.ijindorg.2011.02.001,Annual Conference on European Association for Research in Industrial Economics,"SEP 02-04, 2010",27,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,1,2,1,3,3,0,319793
Complementarities in automobile production,"Van Biesebroeck, Johannes",,,,JOURNAL OF APPLIED ECONOMETRICS,DEC 2007,2007,22,7.0,,,,1315,1345,,10.1002/jae.995,15th European Conference of the Econometrics Community,"DEC 16-18, 2004",22,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,1,3,1,1,2,3,1,319793
The Relationship between Market Structure and Innovation in Industry Equilibrium: A Case Study of the Global Automobile Industry,"Hashmi, Aamir Rafique; Van Biesebroeck, Johannes",,,,REVIEW OF ECONOMICS AND STATISTICS,MAR 2016,2016,98,1.0,,,,192,208,,10.1162/REST_a_00494,,,17,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,319793
Sustained impacts of Kaizen training,"Higuchi, Yuki; Vu Hoang Nam; Sonobe, Tetsushi",,,,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,DEC 2015,2015,120,,,,,189,206,,10.1016/j.jebo.2015.10.009,,,16,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,4,0,319793
WHO PROFITS FROM PATENTS? RENT-SHARING AT INNOVATIVE FIRMS,"Kline, Patrick; Petkova, Neviana; Williams, Heidi; Zidar, Owen",,,,QUARTERLY JOURNAL OF ECONOMICS,AUG 2019,2019,134,3.0,,,,1343,1404,,10.1093/qje/qjz011,,,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,941458
A Distributional Framework for Matched Employer Employee Data,"Bonhomme, Stephane; Lamadon, Thibaut; Manresa, Elena",,,,ECONOMETRICA,MAY 2019,2019,87,3.0,,,,699,739,,10.3982/ECTA15722,,,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,941458
The price of polarization: Estimating task prices under routine-biased technical change,"Boehm, Michael J.",,,,QUANTITATIVE ECONOMICS,MAY 2020,2020,11,2.0,,,,761,799,,10.3982/QE1031,,,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,941458
Estimation of a Roy/Search/Compensating Differential Model of the Labor Market,"Taber, Christopher; Vejlin, Rune",,,,ECONOMETRICA,MAY 2020,2020,88,3.0,,,,1031,1069,,10.3982/ECTA14441,,,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,941458
"Firm Wage Premia, Industrial Relations, and Rent Sharing in Germany","Hirsch, Boris; Mueller, Steffen",,,,ILR REVIEW,OCT 2020,2020,73,5.0,,,,1119,1146,19793920917105.0,10.1177/0019793920917105,,,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,941458
Older Americans Would Work Longer if Jobs Were Flexible,"Ameriks, John; Briggs, Joseph; Caplin, Andrew; Lee, Minjoon; Shapiro, Matthew D.; Tonetti, Christopher",,,,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,JAN 2020,2020,12,1.0,,,,174,209,,10.1257/mac.20170403,,,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,941458
EFFECTS OF A GOVERNMENT-ACADEMIC PARTNERSHIP: HAS THE NSF-CENSUS BUREAU RESEARCH NETWORK HELPED IMPROVE THE US STATISTICAL SYSTEM?,"Weinberg, Daniel H.; Abowd, John M.; Belli, Robert F.; Cressie, Noel; Folch, David C.; Holan, Scott H.; Levenstein, Margaret C.; Olson, Kristen M.; Reiter, Jerome P.; Shapiro, Matthew D.; Smyth, Jolene D.; Soh, Leen-Kiat; Spencer, Bruce D.; Spielman, Seth E.; Vilhuber, Lars; Wikle, Christopher K.",,,,JOURNAL OF SURVEY STATISTICS AND METHODOLOGY,DEC 2019,2019,7,4.0,,,,589,619,,10.1093/jssam/smy023,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,941458
Reconsidering the Consequences of Worker Displacements: Firm versus Worker Perspective,"Flaaen, Aaron; Shapiro, Matthew D.; Sorkin, Isaac",,,,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,APR 2019,2019,11,2.0,,,,193,227,,10.1257/mac.20170162,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,941458
Sources of Displaced Workers' Long-Term Earnings Losses,"Lachowska, Marta; Mas, Alexandre; Woodbury, Stephen A.",,,,AMERICAN ECONOMIC REVIEW,OCT 2020,2020,110,10.0,,,,3231,3266,,10.1257/aer20180652,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,941458
Implications of schedule irregularity as a minimum wage response margin,"Clemens, Jeffrey; Strain, Michael R.",,,,APPLIED ECONOMICS LETTERS,NOV 27 2020,2020,27,20.0,,,,1691,1694,,10.1080/13504851.2020.1713978,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,941458
Economic and social consequences of human mobility restrictions under COVID-19,"Bonaccorsi, Giovanni; Pierri, Francesco; Cinelli, Matteo; Flori, Andrea; Galeazzi, Alessandro; Porcelli, Francesco; Schmidt, Ana Lucia; Valensise, Carlo Michele; Scala, Antonio; Quattrociocchi, Walter; Pammolli, Fabio",,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 7 2020,2020,117,27.0,,,,15530.0,15535,,10.1073/pnas.2007658117,,,43,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,963174
Production Networks: A Primer,"Carvalho, Vasco M.; Tahbaz-Salehi, Alireza",,,"Aghion, P; Rey, H","ANNUAL REVIEW OF ECONOMICS, VOL 11, 2019",2019,2019,11,,,,,635.0,663,,10.1146/annurev-economics-080218-030212,,,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,963174
Volatility in the small and in the large: The lack of diversification in international trade,"Kramarz, Francis; Martin, Julien; Mejean, Isabelle",,,,JOURNAL OF INTERNATIONAL ECONOMICS,JAN 2020,2020,122,,,,,,,103276,10.1016/j.jinteco.2019.103276,,,6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,963174
CHINA AND WORLD OUTPUT IMPACT OF THE HUBEI LOCKDOWN DURING THE CORONAVIRUS OUTBREAK,"Luo, Shaowen; Tsang, Kwok Ping",,,,CONTEMPORARY ECONOMIC POLICY,OCT 2020,2020,38,4.0,,,,583.0,592,,10.1111/coep.12482,,,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,963174
Natural disasters and entrepreneurship activity,"Boudreaux, Christopher J.; Escaleras, Monica P.; Skidmore, Mark",,,,ECONOMICS LETTERS,SEP 2019,2019,182,,,,,82.0,85,,10.1016/j.econlet.2019.06.010,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,963174
The propagation of economic impacts through supply chains: The case of a mega-city lockdown to prevent the spread of COVID-19,"Inoue, Hiroyasu; Todo, Yasuyuki",,,,PLOS ONE,SEP 15 2020,2020,15,9.0,,,,,,e0239251,10.1371/journal.pone.0239251,,,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,963174
Production networks and economic policy,"Grassi, Basile; Sauvagna, Julien",,,,OXFORD REVIEW OF ECONOMIC POLICY,WIN 2019,2019,35,4.0,,,,638.0,677,,10.1093/oxrep/grz021,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,963174
Conceptual Aspects of Global Value Chains,"Antras, Pol",,,,WORLD BANK ECONOMIC REVIEW,OCT 2020,2020,34,3.0,,,,551.0,574,,10.1093/wber/lhaa006,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,963174
Global spread of local cyclone damages through urban trade networks,"Shughrue, Chris; Werner, B. T.; Seto, Karen C.",,,,NATURE SUSTAINABILITY,AUG 2020,2020,3,8.0,,,,606.0,+,,10.1038/s41893-020-0523-8,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,963174
Natural disasters and trade: the mitigating impact of port substitution,"Hamano, Masashige; Vermeulen, Wessel N.",,,,JOURNAL OF ECONOMIC GEOGRAPHY,MAY 2020,2020,20,3.0,,,,809.0,856,,10.1093/jeg/lbz020,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,963174
Is regulation to blame for the decline in American entrepreneurship?,"Goldschlag, Nathan; Tabarrok, Alex",,,,ECONOMIC POLICY,JAN 2018,2018,33.0,93.0,,,,5,44,,10.1093/epolic/eix019,,,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,877667
CENTERS OF SHARED SERVICES AND THEIR IMPACT ON THE REGIONS,"Urbanikova, Marta",,,"Klimova, V; Zitek, V",20TH INTERNATIONAL COLLOQUIUM ON REGIONAL SCIENCES,2017,2017,,,,,,133,138,,10.5817/CZ.MUNI.P210-8587-2017-16,20th International Colloquium on Regional Sciences,"JUN 14-16, 2017",8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,877667
The effects of offshoring on wages: a meta-analysis,"Cardoso, Matilde; Neves, Pedro Cunha; Afonso, Oscar; Sochirca, Elena",,,,REVIEW OF WORLD ECONOMICS,FEB 2021,2021,157.0,1.0,,,,149,179,,10.1007/s10290-020-00385-z,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,877667
